Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,API,Score Label,Compute Score,Result URL,Schema
"Nov 06, 2025",INTEL X99,Intel Xeon E5-2680 v4 2394 MHz (10 cores),2394.0,10,Windows,OpenCL,OpenCL Score,93457,/v6/compute/5151995,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Mid 2020),Intel Core i5-8257U 1400 MHz (4 cores),1400.0,4,macOS,OpenCL,OpenCL Score,6823,/v6/compute/5151994,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Strix G16 G614FR_G614FR,AMD Ryzen 9 9955HX3D 2500 MHz (16 cores),2500.0,16,Windows,Vulkan,Vulkan Score,155128,/v6/compute/5151993,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 5 7600 3801 MHz (6 cores),3801.0,6,Windows,OpenCL,OpenCL Score,37517,/v6/compute/5151992,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,OpenCL,OpenCL Score,45025,/v6/compute/5151991,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,OpenCL,OpenCL Score,49050,/v6/compute/5151990,v6-compute
"Nov 06, 2025",Samsung Galaxy S22,ARM ARMv8 1824 MHz (8 cores),1824.0,8,Android,OpenCL,OpenCL Score,8286,/v6/compute/5151989,v6-compute
"Nov 06, 2025",iPad Air 13-inch (M2),Apple M2 3475 MHz (8 cores),3475.0,8,iOS,Metal,Metal Score,43186,/v6/compute/5151988,v6-compute
"Nov 06, 2025",MECHREVO CANGLONG Series,AMD Ryzen 9 9955HX 2500 MHz (16 cores),2500.0,16,Windows,OpenCL,OpenCL Score,163322,/v6/compute/5151987,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ROG Strix G16 G614FR_G614FR,AMD Ryzen 9 9955HX3D 2500 MHz (16 cores),2500.0,16,Windows,OpenCL,OpenCL Score,152272,/v6/compute/5151986,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,28321,/v6/compute/5151985,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,OpenCL,OpenCL Score,49139,/v6/compute/5151984,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,OpenCL,OpenCL Score,48035,/v6/compute/5151983,v6-compute
"Nov 06, 2025 Sanit1902",Xiaomi 2412DPC0AG,ARM ARMv8 2100 MHz (8 cores),2100.0,8,Android,OpenCL,OpenCL Score,10851,/v6/compute/5151982,v6-compute
"Nov 06, 2025","iPad15,7",ARM 3444 MHz (5 cores),3444.0,5,iOS,Metal,Metal Score,20170,/v6/compute/5151981,v6-compute
"Nov 06, 2025 gcouegnat",System manufacturer System Product Name,AMD Ryzen Threadripper 3970X 4795 MHz (32 cores),4795.0,32,Linux,OpenCL,OpenCL Score,126305,/v6/compute/5151980,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,Metal,Metal Score,76455,/v6/compute/5151979,v6-compute
"Nov 06, 2025",iPhone 13 Pro Max,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21402,/v6/compute/5151978,v6-compute
"Nov 06, 2025",iPhone 16,Apple A18 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,27965,/v6/compute/5151977,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,Metal,Metal Score,77355,/v6/compute/5151976,v6-compute
"Nov 06, 2025 JTFP",MacBook Pro (13-inch Mid 2020),Intel Core i5-1038NG7 2000 MHz (4 cores),2000.0,4,macOS,OpenCL,OpenCL Score,5665,/v6/compute/5151975,v6-compute
"Nov 06, 2025",LENOVO 82XR,AMD Ryzen 7 7730U 2000 MHz (8 cores),2000.0,8,Windows,OpenCL,OpenCL Score,15563,/v6/compute/5151974,v6-compute
"Nov 06, 2025",Dell Inc. OptiPlex 3040,Intel Core i5-6600 3290 MHz (4 cores),3290.0,4,Windows,OpenCL,OpenCL Score,11598,/v6/compute/5151973,v6-compute
"Nov 06, 2025",Xiaomi 2312DRAABG,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,Vulkan,Vulkan Score,1704,/v6/compute/5151972,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4255 MHz (6 cores),4255.0,6,iOS,Metal,Metal Score,45846,/v6/compute/5151971,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,Metal,Metal Score,76436,/v6/compute/5151970,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,Metal,Metal Score,77254,/v6/compute/5151969,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4247 MHz (6 cores),4247.0,6,iOS,Metal,Metal Score,45954,/v6/compute/5151968,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7E56",AMD Ryzen 9 9950X 4300 MHz (16 cores),4300.0,16,Windows,Vulkan,Vulkan Score,140992,/v6/compute/5151967,v6-compute
"Nov 06, 2025",HONOR FMB-P,Intel Core Ultra 5 225H 1700 MHz (14 cores),1700.0,14,Windows,OpenCL,OpenCL Score,36205,/v6/compute/5151966,v6-compute
"Nov 06, 2025 NAGJOZ",P-S ThinkBook,AMD Ryzen 5 7535HS 3301 MHz (6 cores),3301.0,6,Windows,OpenCL,OpenCL Score,13436,/v6/compute/5151965,v6-compute
"Nov 06, 2025",iPhone 15,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,22149,/v6/compute/5151964,v6-compute
"Nov 06, 2025 Cancerkid27",System manufacturer System Product Name,AMD Ryzen 7 5700X3D 3001 MHz (8 cores),3001.0,8,Windows,OpenCL,OpenCL Score,67444,/v6/compute/5151963,v6-compute
"Nov 06, 2025",OnePlus CPH2491,ARM ARMv8 1800 MHz (8 cores),1800.0,8,Android,OpenCL,OpenCL Score,6122,/v6/compute/5151962,v6-compute
"Nov 06, 2025",LENOVO 21RSCTO1WW,Intel Core Ultra 9 285H 2900 MHz (16 cores),2900.0,16,Windows,OpenCL,OpenCL Score,102255,/v6/compute/5151961,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4051 MHz (8 cores),4051.0,8,iOS,Metal,Metal Score,45836,/v6/compute/5151960,v6-compute
"Nov 06, 2025",HP HP EliteBook 840 G4,Intel Core i5-7200U 2693 MHz (2 cores),2693.0,2,Windows,OpenCL,OpenCL Score,4790,/v6/compute/5151959,v6-compute
"Nov 06, 2025",Xiaomi Mi 10T Lite 5G,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,1276,/v6/compute/5151958,v6-compute
"Nov 06, 2025",COLORFUL P15 23,Intel Core i7-12650H 2300 MHz (10 cores),2300.0,10,Windows,OpenCL,OpenCL Score,11405,/v6/compute/5151957,v6-compute
"Nov 06, 2025","Gigabyte Technology Co., Ltd. B760 GAMING X DDR4",Intel Core i7-14700KF 3391 MHz (20 cores),3391.0,20,Windows,OpenCL,OpenCL Score,52890,/v6/compute/5151956,v6-compute
"Nov 06, 2025",vivo I2407,ARM ARMv8 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,3374,/v6/compute/5151955,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,8564,/v6/compute/5151954,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32105,/v6/compute/5151953,v6-compute
"Nov 06, 2025",HONOR FMB-P,Intel Core Ultra 5 225H 1700 MHz (14 cores),1700.0,14,Windows,OpenCL,OpenCL Score,36503,/v6/compute/5151952,v6-compute
"Nov 06, 2025",OnePlus 8,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,2993,/v6/compute/5151951,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS TUF Gaming A15 FA506ICB_FA506ICB,AMD Ryzen 5 4600H 3001 MHz (6 cores),3001.0,6,Windows,Vulkan,Vulkan Score,56760,/v6/compute/5151950,v6-compute
"Nov 06, 2025",samsung SM-S937B,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,13456,/v6/compute/5151949,v6-compute
"Nov 06, 2025",GEEKOM A9 Max,AMD Ryzen AI 9 HX 370 2000 MHz (12 cores),2000.0,12,Windows,OpenCL,OpenCL Score,41325,/v6/compute/5151948,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4254 MHz (6 cores),4254.0,6,iOS,Metal,Metal Score,45638,/v6/compute/5151947,v6-compute
"Nov 06, 2025","Micro-Star International Co., Ltd. MS-7C95",AMD Ryzen 7 5700X 3401 MHz (8 cores),3401.0,8,Windows,OpenCL,OpenCL Score,137104,/v6/compute/5151946,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS TUF Gaming A15 FA506ICB_FA506ICB,AMD Ryzen 5 4600H 3001 MHz (6 cores),3001.0,6,Windows,OpenCL,OpenCL Score,58275,/v6/compute/5151945,v6-compute
"Nov 06, 2025","iPad Pro (11-inch, 4th generation)",Apple M2 3490 MHz (8 cores),3490.0,8,iOS,Metal,Metal Score,48219,/v6/compute/5151944,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,Metal,Metal Score,75689,/v6/compute/5151943,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Mid 2020),Intel Core i5-1038NG7 2000 MHz (4 cores),2000.0,4,macOS,OpenCL,OpenCL Score,6485,/v6/compute/5151942,v6-compute
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,Metal,Metal Score,76708,/v6/compute/5151941,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18107,/v6/compute/5151940,v6-compute
"Nov 06, 2025",Xiaomi 25053PC47G,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,12343,/v6/compute/5151939,v6-compute
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,20498,/v6/compute/5151938,v6-compute
"Nov 06, 2025 Sanit1902",Xiaomi 2412DPC0AG,ARM ARMv8 2100 MHz (8 cores),2100.0,8,Android,Vulkan,Vulkan Score,12188,/v6/compute/5151937,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4244 MHz (6 cores),4244.0,6,iOS,Metal,Metal Score,45253,/v6/compute/5151936,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4252 MHz (6 cores),4252.0,6,iOS,Metal,Metal Score,45540,/v6/compute/5151935,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS TUF Gaming A15 FA506ICB_FA506ICB,AMD Ryzen 5 4600H 3001 MHz (6 cores),3001.0,6,Windows,OpenCL,OpenCL Score,59056,/v6/compute/5151934,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4256 MHz (6 cores),4256.0,6,iOS,Metal,Metal Score,45064,/v6/compute/5151933,v6-compute
"Nov 06, 2025",Xiaomi 25091RP04C,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,24734,/v6/compute/5151932,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32499,/v6/compute/5151931,v6-compute
"Nov 06, 2025",Xiaomi Redmi Note 10 Lite,Qualcomm Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,1219,/v6/compute/5151930,v6-compute
"Nov 06, 2025","Microsoft Corporation Microsoft Surface Laptop, 7th Edition",Snapdragon X X1E80100 3417 MHz (12 cores),3417.0,12,Windows,OpenCL,OpenCL Score,19027,/v6/compute/5151929,v6-compute
"Nov 06, 2025",samsung SM-S721U,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,Vulkan,Vulkan Score,18181,/v6/compute/5151928,v6-compute
"Nov 06, 2025",Samsung Galaxy Tab S6,Qualcomm Qualcomm 1785 MHz (8 cores),1785.0,8,Android,Vulkan,Vulkan Score,2257,/v6/compute/5151927,v6-compute
"Nov 06, 2025",iPhone 12 Mini,Apple A14 Bionic 2990 MHz (6 cores),2990.0,6,iOS,Metal,Metal Score,12600,/v6/compute/5151926,v6-compute
"Nov 06, 2025",Google Pixel 7 Pro,ARM ARMv8 1803 MHz (8 cores),1803.0,8,Android,OpenCL,OpenCL Score,5517,/v6/compute/5151925,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, 2021)",Apple M1 Max 3114 MHz (10 cores),3114.0,10,macOS,OpenCL,OpenCL Score,41719,/v6/compute/5151924,v6-compute
"Nov 06, 2025",samsung SM-S937N,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,20090,/v6/compute/5151923,v6-compute
"Nov 06, 2025",Google Pixel 9a,ARM ARMv8 1950 MHz (8 cores),1950.0,8,Android,OpenCL,OpenCL Score,8439,/v6/compute/5151922,v6-compute
"Nov 06, 2025 BlueSkyXN",OnePlus OPD2413,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,Vulkan,Vulkan Score,26161,/v6/compute/5151921,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 7 7800X3D 4201 MHz (8 cores),4201.0,8,Windows,OpenCL,OpenCL Score,141006,/v6/compute/5151920,v6-compute
"Nov 06, 2025 Cancerkid27","MacBook Pro (14-inch, Nov 2023)",Apple M3 Pro 3994 MHz (11 cores),3994.0,11,macOS,OpenCL,OpenCL Score,45389,/v6/compute/5151919,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS EXPERTBOOK B9400CBA_B9400CBA,Intel Core i7-1255U 1700 MHz (10 cores),1700.0,10,Windows,Vulkan,Vulkan Score,13454,/v6/compute/5151918,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32256,/v6/compute/5151917,v6-compute
"Nov 06, 2025",iPhone 8,Apple A11 Bionic 2390 MHz (6 cores),2390.0,6,iOS,Metal,Metal Score,4748,/v6/compute/5151916,v6-compute
"Nov 06, 2025","iPad15,7",ARM 3443 MHz (5 cores),3443.0,5,iOS,Metal,Metal Score,19902,/v6/compute/5151915,v6-compute
"Nov 06, 2025","Microsoft Corporation Microsoft Surface Laptop, 7th Edition",Snapdragon X X1E80100 3417 MHz (12 cores),3417.0,12,Windows,Vulkan,Vulkan Score,26197,/v6/compute/5151914,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. NUC14RVK-B,Intel Core 3 100U 1200 MHz (6 cores),1200.0,6,Windows,OpenCL,OpenCL Score,10378,/v6/compute/5151913,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, Nov 2023)",Apple M3 Pro 4051 MHz (12 cores),4051.0,12,macOS,OpenCL,OpenCL Score,52864,/v6/compute/5151912,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32371,/v6/compute/5151911,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2024)",Apple M4 Pro 4503 MHz (14 cores),4503.0,14,macOS,Metal,Metal Score,113361,/v6/compute/5151910,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook_ASUSLaptop K6602VU_K6602VU,Intel Core i5-13500H 3192 MHz (12 cores),3192.0,12,Windows,OpenCL,OpenCL Score,67235,/v6/compute/5151909,v6-compute
"Nov 06, 2025",COLORFUL P15 23,Intel Core i7-12650H 2300 MHz (10 cores),2300.0,10,Windows,OpenCL,OpenCL Score,101823,/v6/compute/5151908,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Late 2020),Apple M1 3194 MHz (8 cores),3194.0,8,macOS,Metal,Metal Score,32374,/v6/compute/5151907,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. ASUS TUF Gaming A15 FA507XI_FA507XI,AMD Ryzen 9 7940HS 4001 MHz (8 cores),4001.0,8,Windows,OpenCL,OpenCL Score,59007,/v6/compute/5151906,v6-compute
"Nov 06, 2025",MACHENIKE L16P,Intel Core i9-14900HX 2394 MHz (24 cores),2394.0,24,Windows,OpenCL,OpenCL Score,62093,/v6/compute/5151905,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Late 2020),Apple M1 1951 MHz (8 cores),1951.0,8,macOS,Metal,Metal Score,34607,/v6/compute/5151904,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2024)",Apple M4 Pro 4503 MHz (14 cores),4503.0,14,macOS,OpenCL,OpenCL Score,69630,/v6/compute/5151903,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 4410 MHz (10 cores),4410.0,10,macOS,OpenCL,OpenCL Score,37956,/v6/compute/5151902,v6-compute
"Nov 06, 2025","iPhone18,2",ARM 4253 MHz (6 cores),4253.0,6,iOS,Metal,Metal Score,46321,/v6/compute/5151901,v6-compute
"Nov 06, 2025",Xiaomi 2509FPN0BC,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,OpenCL,OpenCL Score,22980,/v6/compute/5151900,v6-compute
"Nov 06, 2025",blackshark SHARK KTUS-A0,ARM ARMv8 1785 MHz (8 cores),1785.0,8,Android,Vulkan,Vulkan Score,4687,/v6/compute/5151899,v6-compute
"Nov 06, 2025",OPPO CPH2483,ARM MT6762V/CA 2001 MHz (8 cores),2001.0,8,Android,Vulkan,Vulkan Score,33,/v6/compute/5151898,v6-compute
"Nov 06, 2025",Infinix GL613,Intel Core i9-13900H 2600 MHz (14 cores),2600.0,14,Windows,OpenCL,OpenCL Score,87161,/v6/compute/5151897,v6-compute
"Nov 06, 2025",ASUSTeK COMPUTER INC. Vivobook_ASUSLaptop K6602VU_K6602VU,Intel Core i5-13500H 3192 MHz (12 cores),3192.0,12,Windows,OpenCL,OpenCL Score,73279,/v6/compute/5151896,v6-compute
"Nov 06, 2025","iPhone18,1",ARM 4258 MHz (6 cores),4258.0,6,iOS,Metal,Metal Score,41187,/v6/compute/5151895,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 7 5700X3D 3001 MHz (8 cores),3001.0,8,Windows,Vulkan,Vulkan Score,100436,/v6/compute/5151894,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Late 2020),Apple M1 3194 MHz (8 cores),3194.0,8,macOS,OpenCL,OpenCL Score,20233,/v6/compute/5151893,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32984,/v6/compute/5151892,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 4410 MHz (10 cores),4410.0,10,macOS,OpenCL,OpenCL Score,38018,/v6/compute/5151891,v6-compute
"Nov 06, 2025",iPhone 16 Pro,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32729,/v6/compute/5151890,v6-compute
"Nov 06, 2025",MacBook Pro (13-inch Late 2020),Apple M1 1951 MHz (8 cores),1951.0,8,macOS,OpenCL,OpenCL Score,21662,/v6/compute/5151889,v6-compute
"Nov 06, 2025",samsung SM-A356E,ARM ARMv8 2002 MHz (8 cores),2002.0,8,Android,OpenCL,OpenCL Score,3037,/v6/compute/5151888,v6-compute
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,Metal,Metal Score,23777,/v6/compute/5151887,v6-compute
"Nov 06, 2025",samsung SM-S931B,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,16357,/v6/compute/5151886,v6-compute
"Nov 06, 2025",OnePlus CPH2583,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,OpenCL,OpenCL Score,14318,/v6/compute/5151885,v6-compute
"Nov 06, 2025",MACHENIKE L16P,Intel Core i9-14900HX 2394 MHz (24 cores),2394.0,24,Windows,OpenCL,OpenCL Score,132717,/v6/compute/5151884,v6-compute
"Nov 06, 2025 BlueSkyXN",OnePlus OPD2413,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,20223,/v6/compute/5151883,v6-compute
"Nov 06, 2025",Dell Inc. OptiPlex 7060,Intel Core i7-8700 3192 MHz (6 cores),3192.0,6,Windows,OpenCL,OpenCL Score,5621,/v6/compute/5151882,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,33067,/v6/compute/5151881,v6-compute
"Nov 06, 2025",Samsung Galaxy Tab S6,Qualcomm Qualcomm 1785 MHz (8 cores),1785.0,8,Android,OpenCL,OpenCL Score,2696,/v6/compute/5151880,v6-compute
"Nov 06, 2025","SAMSUNG ELECTRONICS CO., LTD. 750QHA",Intel Core Ultra 7 256V 2200 MHz (8 cores),2200.0,8,Windows,OpenCL,OpenCL Score,28604,/v6/compute/5151879,v6-compute
"Nov 06, 2025",ASRock B760M-HDV/M.2,Intel Core i9-14900KF 3200 MHz (24 cores),3200.0,24,Windows,OpenCL,OpenCL Score,246142,/v6/compute/5151878,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,27155,/v6/compute/5151877,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 7 7700 3801 MHz (8 cores),3801.0,8,Windows,Vulkan,Vulkan Score,86373,/v6/compute/5151876,v6-compute
"Nov 06, 2025",Intel(R) Client Systems NUC11BTMi7,Intel Core i7-11700B 3187 MHz (8 cores),3187.0,8,Windows,OpenCL,OpenCL Score,131247,/v6/compute/5151875,v6-compute
"Nov 06, 2025",ASUS System Product Name,Intel Core Ultra 9 285 2500 MHz (24 cores),2500.0,24,Windows,OpenCL,OpenCL Score,405871,/v6/compute/5151874,v6-compute
"Nov 06, 2025",Mac mini (2024),Apple M4 4410 MHz (10 cores),4410.0,10,macOS,OpenCL,OpenCL Score,38216,/v6/compute/5151873,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,27931,/v6/compute/5151872,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32243,/v6/compute/5151871,v6-compute
"Nov 06, 2025",MACHENIKE L16P,Intel Core i9-14900HX 2394 MHz (24 cores),2394.0,24,Windows,OpenCL,OpenCL Score,5696,/v6/compute/5151870,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32633,/v6/compute/5151869,v6-compute
"Nov 06, 2025",iPad Air 11-inch (M2),Apple M2 3476 MHz (8 cores),3476.0,8,iOS,Metal,Metal Score,43272,/v6/compute/5151868,v6-compute
"Nov 06, 2025",Intel(R) Client Systems NUC11BTMi7,Intel Core i7-11700B 3187 MHz (8 cores),3187.0,8,Windows,Vulkan,Vulkan Score,122690,/v6/compute/5151867,v6-compute
"Nov 06, 2025",iPhone 16,Apple A18 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,28060,/v6/compute/5151866,v6-compute
"Nov 06, 2025",Xiaomi Black Shark 4,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,3487,/v6/compute/5151865,v6-compute
"Nov 06, 2025",ASUS System Product Name,AMD Ryzen 7 7700 3801 MHz (8 cores),3801.0,8,Windows,OpenCL,OpenCL Score,106163,/v6/compute/5151864,v6-compute
"Nov 06, 2025",iPad Air (5th generation),Apple M1 3190 MHz (8 cores),3190.0,8,iOS,Metal,Metal Score,33990,/v6/compute/5151863,v6-compute
"Nov 06, 2025",iPhone XS,Apple A12 Bionic 2490 MHz (6 cores),2490.0,6,iOS,Metal,Metal Score,9192,/v6/compute/5151862,v6-compute
"Nov 06, 2025",samsung SM-S721B,ARM ARMv8 1959 MHz (10 cores),1959.0,10,Android,OpenCL,OpenCL Score,13689,/v6/compute/5151861,v6-compute
"Nov 06, 2025",LENOVO 83HM,Intel Core Ultra 7 258V 2200 MHz (8 cores),2200.0,8,Windows,OpenCL,OpenCL Score,27858,/v6/compute/5151860,v6-compute
"Nov 06, 2025","iPad15,3",ARM 4050 MHz (8 cores),4050.0,8,iOS,Metal,Metal Score,45563,/v6/compute/5151859,v6-compute
"Nov 06, 2025","MacBook Pro (16-inch, 2021)",Apple M1 Max 3208 MHz (10 cores),3208.0,10,macOS,OpenCL,OpenCL Score,61478,/v6/compute/5151858,v6-compute
"Nov 06, 2025",Samsung Galaxy S23 Ultra,ARM ARMv8 2016 MHz (8 cores),2016.0,8,Android,OpenCL,OpenCL Score,7780,/v6/compute/5151857,v6-compute
"Nov 06, 2025",iPhone 16 Pro Max,Apple A18 Pro 4040 MHz (6 cores),4040.0,6,iOS,Metal,Metal Score,32487,/v6/compute/5151856,v6-compute
"Nov 06, 2025",vivo V2321,ARM ARMv8 2000 MHz (8 cores),2000.0,8,Android,OpenCL,OpenCL Score,3618,/v6/compute/5151855,v6-compute
"Nov 06, 2025",vivo V2505A,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,OpenCL,OpenCL Score,23696,/v6/compute/5151854,v6-compute
"Nov 06, 2025",vivo I2202,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,OpenCL,OpenCL Score,3431,/v6/compute/5151853,v6-compute
"Nov 06, 2025",iPad Pro (12.9-inch 3rd Generation),Apple A12X Bionic 2490 MHz (8 cores),2490.0,8,iOS,Metal,Metal Score,9791,/v6/compute/5151852,v6-compute
"Nov 06, 2025",samsung SM-S938B,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,OpenCL,OpenCL Score,18921,/v6/compute/5151851,v6-compute
"Nov 06, 2025","MacBook Pro (14-inch, 2024)",Apple M4 Pro 2082 MHz (12 cores),2082.0,12,macOS,Metal,Metal Score,8512,/v6/compute/5151850,v6-compute
"Nov 06, 2025",iPad Pro 13-inch (M4),Apple M4 4406 MHz (10 cores),4406.0,10,iOS,Metal,Metal Score,55558,/v6/compute/5151849,v6-compute
"Nov 06, 2025 bad_quarto",Mac Studio (2023),Apple M2 Ultra 3478 MHz (24 cores),3478.0,24,macOS,OpenCL,OpenCL Score,117148,/v6/compute/5151848,v6-compute
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,Metal,Metal Score,26090,/v6/compute/5151847,v6-compute
"Nov 06, 2025",iPhone 13,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,18600,/v6/compute/5151846,v6-compute
"Nov 06, 2025","iPhone18,3",ARM 4255 MHz (6 cores),4255.0,6,iOS,Metal,Metal Score,37542,/v6/compute/5151845,v6-compute
"Nov 06, 2025",iPhone 13 Pro,Apple A15 Bionic 3230 MHz (6 cores),3230.0,6,iOS,Metal,Metal Score,21454,/v6/compute/5151844,v6-compute
