Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,User,Single-Core Score,Multi-Core Score,Result URL,Schema
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,,2702,7011,/v6/cpu/14887340,v6
"Nov 06, 2025",iPhone 14 Pro,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,,2702,7011,/v6/cpu/14887340,v6
"Nov 06, 2025",LENOVO 21MMS5R400,Intel Core Ultra 7 165U 1700 MHz (12 cores),1700.0,12,Windows,,2296,7084,/v6/cpu/14887339,v6
"Nov 06, 2025",OnePlus PLK110,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,,3442,10538,/v6/cpu/14887338,v6
"Nov 06, 2025","iPhone18,2",ARM 4259 MHz (6 cores),4259.0,6,iOS,,3675,9664,/v6/cpu/14887337,v6
"Nov 06, 2025",Realme 5 Pro,Qualcomm Qualcomm 1708 MHz (8 cores),1708.0,8,Android,,452,1475,/v6/cpu/14887336,v6
"Nov 06, 2025",Xiaomi 22101316UG,ARM MT6877V/TTZA 2000 MHz (8 cores),2000.0,8,Android,,970,2385,/v6/cpu/14887335,v6
"Nov 06, 2025",Xiaomi 24117RK2CG,ARM ARMv8 2265 MHz (8 cores),2265.0,8,Android,,2188,6439,/v6/cpu/14887334,v6
"Nov 06, 2025",iPhone 15 Pro Max,Apple A17 Pro 3780 MHz (6 cores),3780.0,6,iOS,,2942,7552,/v6/cpu/14887333,v6
"Nov 06, 2025 CGLLC","MacBook Pro (14-inch, 2021)",Apple M1 Pro 3214 MHz (8 cores),3214.0,8,macOS,CGLLC,2436,10861,/v6/cpu/14887332,v6
"Nov 06, 2025",iPhone 14 Pro Max,Apple A16 Bionic 3460 MHz (6 cores),3460.0,6,iOS,,2698,7066,/v6/cpu/14887331,v6
"Nov 06, 2025 gcouegnat",Dell Inc. Precision 7960 Tower,Intel Xeon w7-3545 4600 MHz (24 cores),4600.0,24,Linux,gcouegnat,2538,19970,/v6/cpu/14887330,v6
"Nov 06, 2025",OnePlus PLK110,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,,3684,10895,/v6/cpu/14887329,v6
"Nov 06, 2025","MacBook Pro (14-inch, Nov 2023)",Apple M3 Pro 4055 MHz (11 cores),4055.0,11,macOS,,3049,13636,/v6/cpu/14887328,v6
"Nov 06, 2025",MacBook Air (Late 2020),Apple M1 3198 MHz (8 cores),3198.0,8,macOS,,2396,8761,/v6/cpu/14887327,v6
"Nov 06, 2025",motorola moto g play - 2024,ARM ARMv8 1900 MHz (8 cores),1900.0,8,Android,,410,1449,/v6/cpu/14887326,v6
"Nov 06, 2025",OnePlus PLK110,Qualcomm ARMv8 3628 MHz (8 cores),3628.0,8,Android,,3723,10978,/v6/cpu/14887325,v6
"Nov 06, 2025",Xiaomi 23043RP34G,ARM Qualcomm 1804 MHz (8 cores),1804.0,8,Android,,1310,3355,/v6/cpu/14887324,v6
"Nov 06, 2025",N/A,AMD EPYC 1999 MHz (4 cores),1999.0,4,Linux,,1031,2835,/v6/cpu/14887323,v6
"Nov 06, 2025",vivo V2405A,ARM ARMv8 2400 MHz (8 cores),2400.0,8,Android,,2679,8151,/v6/cpu/14887322,v6
"Nov 06, 2025",N/A,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Linux,,2347,8222,/v6/cpu/14887321,v6
"Nov 06, 2025","QEMU Standard PC (i440FX + PIIX, 1996)",AMD EPYC 7742 2245 MHz (1 cores),2245.0,1,Linux,,502,259,/v6/cpu/14887320,v6
"Nov 06, 2025",nubia NX789J,Qualcomm ARMv8 3532 MHz (8 cores),3532.0,8,Android,,3136,9768,/v6/cpu/14887319,v6
