Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,User,Single-Core Score,Multi-Core Score,Result URL,Schema
"Oct 24, 2025",ASUS System Product Name,Intel Core Ultra 9 285K 3700 MHz (24 cores),3700.0,24,Windows,,12229,88162,/v6/cpu/14645176,v6
"Aug 05, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,6705,6705,/v6/cpu/13178923,v6
"Aug 05, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,6705,6705,/v6/cpu/13178914,v6
"Jul 31, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,6705,6705,/v6/cpu/13108419,v6
"Apr 23, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,6705,6705,/v6/cpu/11645980,v6
"Sep 01, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,6518,6518,/v6/cpu/13597114,v6
"Oct 02, 2025",innotek GmbH Synoden,Intel Core i5-12600 0 MHz (2 cores),0.0,2,Linux,,6164,3392,/v6/cpu/14206316,v6
"Oct 09, 2025",ASUS System Product Name,Intel Core i7-12700K 4900 MHz (12 cores),4900.0,12,Linux,,5961,5961,/v6/cpu/14351090,v6
"Oct 09, 2025",ASUS System Product Name,Intel Core i7-12700K 4900 MHz (12 cores),4900.0,12,Linux,,5961,5961,/v6/cpu/14350989,v6
"Sep 13, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,5697,5697,/v6/cpu/13786175,v6
"Sep 13, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,5484,5484,/v6/cpu/13786347,v6
"Apr 27, 2025",ASUS System Product Name,Intel Core i7-12700 4800 MHz (12 cores),4800.0,12,Linux,,4703,4703,/v6/cpu/11703950,v6
"Apr 02, 2024 splave",ASRock Z790I Lightning WiFi,Intel Core i9-14900KS 3224 MHz (5 cores),3224.0,5,Windows,splave,4580,0,/v6/cpu/5568973,v6
"Apr 06, 2025","Micro-Star International Co., Ltd. MS-7D29",Intel Core i9-12900 2400 MHz (16 cores),2400.0,16,Windows,,4548,24689,/v6/cpu/11395167,v6
"Jun 17, 2024 oc_donz1ral",ASUS System Product Name,Intel Core i9-14900KS 3199 MHz (8 cores),3199.0,8,Windows,oc_donz1ral,4457,26164,/v6/cpu/6555299,v6
"Mar 20, 2024 Xtreme_Addict",ASUS System Product Name,Intel Core i9-14900KS 3241 MHz (8 cores),3241.0,8,Windows,Xtreme_Addict,4427,25757,/v6/cpu/5388867,v6
"Oct 23, 2025 Haitao","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,Haitao,4396,14438,/v6/cpu/14615040,v6
"Oct 23, 2025 Haitao","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,Haitao,4392,14472,/v6/cpu/14615421,v6
"Oct 23, 2025 Haitao","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,Haitao,4369,14309,/v6/cpu/14614825,v6
"Nov 06, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4360,18029,/v6/cpu/14876899,v6
"Oct 23, 2025","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,,4358,14362,/v6/cpu/14614682,v6
"Oct 23, 2025","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,,4358,14362,/v6/cpu/14614681,v6
"Oct 23, 2025","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,,4358,14362,/v6/cpu/14614680,v6
"Oct 23, 2025 Haitao","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,Haitao,4358,14362,/v6/cpu/14614679,v6
"Oct 23, 2025","iPad16,6",Apple M4 4406 MHz (8 cores),4406.0,8,iOS,,4358,14362,/v6/cpu/14614678,v6
"Oct 22, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4358,17995,/v6/cpu/14600895,v6
"Oct 20, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4355,18086,/v6/cpu/14560079,v6
"Nov 01, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4352,17853,/v6/cpu/14785794,v6
"Oct 19, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4349,18011,/v6/cpu/14544755,v6
"Nov 03, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4346,18008,/v6/cpu/14825671,v6
"Oct 21, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4345,18098,/v6/cpu/14580942,v6
"Oct 31, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4344,18106,/v6/cpu/14776936,v6
"Oct 19, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4343,18095,/v6/cpu/14544422,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4342,17922,/v6/cpu/14686198,v6
"Oct 19, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4342,17988,/v6/cpu/14544634,v6
"Oct 23, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4341,17929,/v6/cpu/14626080,v6
"Nov 04, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4340,18036,/v6/cpu/14849034,v6
"Oct 27, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4340,17994,/v6/cpu/14693681,v6
"Oct 23, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4340,17891,/v6/cpu/14625733,v6
"Nov 04, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4339,17887,/v6/cpu/14845616,v6
"Nov 03, 2025","Mac17,2",Apple M5 4603 MHz (10 cores),4603.0,10,macOS,,4339,17839,/v6/cpu/14819454,v6
"Oct 31, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4339,17904,/v6/cpu/14767326,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4339,18094,/v6/cpu/14696876,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4339,17966,/v6/cpu/14619326,v6
"Oct 30, 2025 destynova","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,destynova,4338,18027,/v6/cpu/14746726,v6
"Oct 24, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4338,17936,/v6/cpu/14643676,v6
"Oct 23, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4338,17984,/v6/cpu/14625793,v6
"Oct 19, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4338,17930,/v6/cpu/14544033,v6
"Oct 21, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4337,17980,/v6/cpu/14583293,v6
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4336,17969,/v6/cpu/14884456,v6
"Oct 27, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4336,17839,/v6/cpu/14695103,v6
"Oct 24, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4336,18041,/v6/cpu/14636460,v6
"Oct 22, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4336,17910,/v6/cpu/14601134,v6
"Oct 20, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4336,17998,/v6/cpu/14559176,v6
"Nov 05, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4335,17977,/v6/cpu/14872387,v6
"Nov 01, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4334,18016,/v6/cpu/14785551,v6
"Oct 30, 2025","Mac17,2",Apple M5 4604 MHz (10 cores),4604.0,10,macOS,,4334,17874,/v6/cpu/14759104,v6
"Oct 27, 2025","Mac17,2",Apple M5 4602 MHz (10 cores),4602.0,10,macOS,,4334,17914,/v6/cpu/14688401,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4334,17935,/v6/cpu/14686757,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4334,18030,/v6/cpu/14624227,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4334,18024,/v6/cpu/14622512,v6
"Nov 03, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4333,17797,/v6/cpu/14824255,v6
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4332,17991,/v6/cpu/14886557,v6
"Oct 31, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4332,17933,/v6/cpu/14769275,v6
"Oct 17, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4332,18024,/v6/cpu/14508852,v6
"Oct 21, 2025 MPY","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,MPY,4331,18095,/v6/cpu/14578876,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4330,18006,/v6/cpu/14696972,v6
"Oct 23, 2025","Mac17,2",Apple M5 4604 MHz (10 cores),4604.0,10,macOS,,4330,17783,/v6/cpu/14613617,v6
"Oct 22, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4330,17908,/v6/cpu/14607813,v6
"Oct 21, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4330,17951,/v6/cpu/14578494,v6
"Oct 29, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4329,18018,/v6/cpu/14731233,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4329,17942,/v6/cpu/14686685,v6
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4328,17848,/v6/cpu/14880837,v6
"Nov 04, 2025 dando","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,dando,4328,17858,/v6/cpu/14842508,v6
"Nov 04, 2025","Mac17,2",Apple M5 4596 MHz (10 cores),4596.0,10,macOS,,4328,18031,/v6/cpu/14832231,v6
"Oct 31, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4328,17955,/v6/cpu/14759934,v6
"Oct 27, 2025","Mac17,2",Apple M5 4608 MHz (10 cores),4608.0,10,macOS,,4328,17951,/v6/cpu/14695663,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4328,17973,/v6/cpu/14686412,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4328,18001,/v6/cpu/14686257,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4328,17921,/v6/cpu/14685729,v6
"Oct 24, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4328,17921,/v6/cpu/14646103,v6
"Oct 23, 2025 ggordon8602","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,ggordon8602,4328,18015,/v6/cpu/14621003,v6
"Oct 22, 2025","Mac17,2",Apple M5 4598 MHz (10 cores),4598.0,10,macOS,,4328,18052,/v6/cpu/14590942,v6
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4327,17997,/v6/cpu/14886642,v6
"Oct 30, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4327,17888,/v6/cpu/14746709,v6
"Oct 27, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4327,17992,/v6/cpu/14696169,v6
"Oct 27, 2025","Mac17,2",Apple M5 4599 MHz (10 cores),4599.0,10,macOS,,4327,17922,/v6/cpu/14687405,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4327,17953,/v6/cpu/14684620,v6
"Oct 22, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4327,17826,/v6/cpu/14607598,v6
"Oct 18, 2025 MPY","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,MPY,4327,18094,/v6/cpu/14523191,v6
"Oct 31, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4326,18001,/v6/cpu/14759975,v6
"Oct 30, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4326,17959,/v6/cpu/14756591,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4326,17990,/v6/cpu/14697040,v6
"Oct 27, 2025 TanSteven","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,TanSteven,4326,17970,/v6/cpu/14686788,v6
"Oct 27, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4326,17774,/v6/cpu/14686031,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4326,17836,/v6/cpu/14684513,v6
"Oct 26, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4326,17974,/v6/cpu/14684096,v6
"Oct 24, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4326,17460,/v6/cpu/14644727,v6
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4325,17939,/v6/cpu/14883662,v6
"Oct 30, 2025 nfantis",MacBook Pro M5,Apple M5 4607 MHz (10 cores),4607.0,10,macOS,nfantis,4325,17934,/v6/cpu/14754484,v6
"Oct 30, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4325,17897,/v6/cpu/14742366,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4325,17938,/v6/cpu/14686557,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4325,17897,/v6/cpu/14618900,v6
"Oct 22, 2025","Mac17,2",Apple M5 4598 MHz (10 cores),4598.0,10,macOS,,4325,17934,/v6/cpu/14591046,v6
"Oct 20, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4325,17998,/v6/cpu/14556694,v6
"Nov 03, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4324,17950,/v6/cpu/14819237,v6
"Nov 02, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4324,17883,/v6/cpu/14796499,v6
"Oct 29, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4324,17939,/v6/cpu/14725911,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4324,18012,/v6/cpu/14697181,v6
"Oct 27, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4324,18009,/v6/cpu/14696292,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4324,17914,/v6/cpu/14685155,v6
"Oct 25, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4324,17927,/v6/cpu/14662905,v6
"Oct 25, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4324,17755,/v6/cpu/14654570,v6
"Nov 05, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4323,17968,/v6/cpu/14870776,v6
"Nov 04, 2025 dando","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,dando,4323,18105,/v6/cpu/14842362,v6
"Nov 03, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4323,17532,/v6/cpu/14819001,v6
"Nov 01, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4323,17930,/v6/cpu/14783374,v6
"Oct 29, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4323,17977,/v6/cpu/14732464,v6
"Oct 22, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4323,17968,/v6/cpu/14608758,v6
"Oct 21, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4323,17911,/v6/cpu/14577544,v6
"Nov 06, 2025","Mac17,2",Apple M5 4604 MHz (10 cores),4604.0,10,macOS,,4322,18076,/v6/cpu/14885144,v6
"Nov 04, 2025 dando","Mac17,2",Apple M5 4581 MHz (10 cores),4581.0,10,macOS,dando,4322,18036,/v6/cpu/14841035,v6
"Oct 29, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4322,17872,/v6/cpu/14738964,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4322,17842,/v6/cpu/14686513,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4322,17940,/v6/cpu/14684021,v6
"Nov 03, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4321,18156,/v6/cpu/14828063,v6
"Nov 01, 2025","Mac17,2",Apple M5 4599 MHz (10 cores),4599.0,10,macOS,,4321,17533,/v6/cpu/14788530,v6
"Oct 27, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4321,17887,/v6/cpu/14686498,v6
"Oct 24, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4321,18019,/v6/cpu/14630608,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4321,17923,/v6/cpu/14625172,v6
"Oct 22, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4321,17907,/v6/cpu/14602662,v6
"Oct 17, 2025","Mac17,2",Apple M5 4608 MHz (10 cores),4608.0,10,macOS,,4321,17781,/v6/cpu/14513294,v6
"Nov 04, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4320,17976,/v6/cpu/14841366,v6
"Oct 31, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4320,17827,/v6/cpu/14759966,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4320,17848,/v6/cpu/14693059,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4320,17990,/v6/cpu/14685051,v6
"Oct 24, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4320,17925,/v6/cpu/14648144,v6
"Oct 24, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4320,17847,/v6/cpu/14646501,v6
"Nov 06, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4319,17855,/v6/cpu/14880639,v6
"Nov 06, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4319,17950,/v6/cpu/14880477,v6
"Nov 04, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4319,17963,/v6/cpu/14841928,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4319,17792,/v6/cpu/14612264,v6
"Oct 23, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4319,17817,/v6/cpu/14610271,v6
"Oct 21, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4319,17776,/v6/cpu/14577408,v6
"Oct 19, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4319,17983,/v6/cpu/14549848,v6
"Nov 06, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4318,17869,/v6/cpu/14884500,v6
"Nov 04, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4318,18030,/v6/cpu/14839529,v6
"Nov 03, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4318,18048,/v6/cpu/14826093,v6
"Nov 03, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4318,17986,/v6/cpu/14815220,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4318,17882,/v6/cpu/14684421,v6
"Oct 25, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4318,17891,/v6/cpu/14651469,v6
"Oct 17, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4318,17979,/v6/cpu/14508715,v6
"Nov 04, 2025","Mac17,2",Apple M5 4596 MHz (10 cores),4596.0,10,macOS,,4317,17916,/v6/cpu/14832113,v6
"Oct 28, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4317,17285,/v6/cpu/14716349,v6
"Oct 27, 2025","Mac17,2",Apple M5 4608 MHz (10 cores),4608.0,10,macOS,,4317,17779,/v6/cpu/14702726,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4317,17947,/v6/cpu/14684655,v6
"Oct 22, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4317,17937,/v6/cpu/14602886,v6
"Oct 21, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4317,17997,/v6/cpu/14585270,v6
"Oct 29, 2025","Mac17,2",Apple M5 4521 MHz (10 cores),4521.0,10,macOS,,4316,17796,/v6/cpu/14734865,v6
"Oct 28, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4316,17893,/v6/cpu/14712544,v6
"Oct 24, 2025 mds46","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,mds46,4316,17963,/v6/cpu/14638990,v6
"Oct 22, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4316,17981,/v6/cpu/14607874,v6
"Oct 21, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4316,17270,/v6/cpu/14576342,v6
"Oct 21, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4316,17775,/v6/cpu/14575911,v6
"Oct 20, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4316,18063,/v6/cpu/14567849,v6
"Oct 17, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4316,17958,/v6/cpu/14508631,v6
"Nov 03, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4315,17983,/v6/cpu/14827821,v6
"Nov 03, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4315,17438,/v6/cpu/14826496,v6
"Oct 28, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4315,17909,/v6/cpu/14708823,v6
"Oct 22, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4315,17956,/v6/cpu/14596471,v6
"Oct 17, 2025","Mac17,2",Apple M5 4608 MHz (10 cores),4608.0,10,macOS,,4315,17938,/v6/cpu/14513370,v6
"Nov 04, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4314,17928,/v6/cpu/14831953,v6
"Nov 02, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4314,17853,/v6/cpu/14796618,v6
"Oct 31, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4314,17966,/v6/cpu/14768778,v6
"Oct 30, 2025","Mac17,2",Apple M5 4602 MHz (10 cores),4602.0,10,macOS,,4314,17902,/v6/cpu/14747124,v6
"Oct 27, 2025","Mac17,2",Apple M5 4608 MHz (10 cores),4608.0,10,macOS,,4314,18008,/v6/cpu/14695205,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4314,17858,/v6/cpu/14686311,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4314,17860,/v6/cpu/14683965,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4314,18084,/v6/cpu/14618978,v6
"Oct 19, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4314,18005,/v6/cpu/14543474,v6
"Jan 30, 2025",ASUS System Product Name,Intel Core i9-14900KF 3200 MHz (24 cores),3200.0,24,Windows,,4314,31797,/v6/cpu/10201418,v6
"Nov 03, 2025","Mac17,2",Apple M5 4594 MHz (10 cores),4594.0,10,macOS,,4313,17759,/v6/cpu/14814534,v6
"Nov 01, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4313,17988,/v6/cpu/14787989,v6
"Oct 27, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4313,17880,/v6/cpu/14687965,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4313,17910,/v6/cpu/14684705,v6
"Oct 23, 2025","Mac17,2",Apple M5 4596 MHz (10 cores),4596.0,10,macOS,,4313,17233,/v6/cpu/14613832,v6
"Nov 04, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4312,17913,/v6/cpu/14837781,v6
"Nov 01, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4312,17968,/v6/cpu/14794194,v6
"Nov 01, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4312,17905,/v6/cpu/14783058,v6
"Oct 31, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4312,17969,/v6/cpu/14773672,v6
"Oct 29, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4312,17923,/v6/cpu/14732551,v6
"Oct 28, 2025","Mac17,2",Apple M5 4259 MHz (10 cores),4259.0,10,macOS,,4312,17991,/v6/cpu/14719346,v6
"Oct 28, 2025 Technoguide",MacBook Pro M5,Apple M5 4607 MHz (10 cores),4607.0,10,macOS,Technoguide,4312,17750,/v6/cpu/14719316,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4312,17858,/v6/cpu/14684554,v6
"Oct 24, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4312,17729,/v6/cpu/14647822,v6
"Oct 24, 2025","Mac17,2",Apple M5 4605 MHz (10 cores),4605.0,10,macOS,,4312,17895,/v6/cpu/14643588,v6
"Nov 04, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4311,17959,/v6/cpu/14843639,v6
