Uploaded,System,CPU Details,Frequency_MHz,Cores,Platform,User,Single-Core Score,Multi-Core Score,Result URL,Schema
"Oct 19, 2025","iPad17,2",ARM 4415 MHz (10 cores),4415.0,10,iOS,,4146,16433,/v6/cpu/14548061,v6
"Oct 18, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4146,16481,/v6/cpu/14531625,v6
"Oct 18, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4146,16481,/v6/cpu/14531623,v6
"Oct 18, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4146,16481,/v6/cpu/14531621,v6
"Oct 18, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4146,16481,/v6/cpu/14531620,v6
"Oct 18, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4146,16481,/v6/cpu/14531077,v6
"Nov 05, 2025","iPad17,2",ARM 4407 MHz (9 cores),4407.0,9,iOS,,4145,15428,/v6/cpu/14866245,v6
"Nov 04, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4145,16421,/v6/cpu/14844087,v6
"Nov 03, 2025","iPad17,3",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4145,15466,/v6/cpu/14814871,v6
"Nov 02, 2025","iPad17,1",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4145,15564,/v6/cpu/14802140,v6
"Oct 30, 2025","iPad17,3",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15383,/v6/cpu/14751642,v6
"Oct 30, 2025","iPad17,2",ARM 4409 MHz (10 cores),4409.0,10,iOS,,4145,16545,/v6/cpu/14748669,v6
"Oct 29, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15639,/v6/cpu/14729612,v6
"Oct 28, 2025","iPad17,4",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15440,/v6/cpu/14718044,v6
"Oct 27, 2025","iPad17,3",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4145,15261,/v6/cpu/14693673,v6
"Oct 25, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15408,/v6/cpu/14665391,v6
"Oct 25, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15408,/v6/cpu/14665227,v6
"Oct 25, 2025","iPad17,3",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4145,15407,/v6/cpu/14653180,v6
"Oct 24, 2025","iPad17,3",ARM 4426 MHz (10 cores),4426.0,10,iOS,,4145,16396,/v6/cpu/14644850,v6
"Oct 24, 2025","iPad17,2",ARM 4417 MHz (9 cores),4417.0,9,iOS,,4145,15483,/v6/cpu/14641075,v6
"Oct 24, 2025","iPad17,3",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4145,16182,/v6/cpu/14635525,v6
"Oct 23, 2025","iPad17,1",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4145,15405,/v6/cpu/14629310,v6
"Oct 23, 2025","iPad17,4",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15598,/v6/cpu/14619265,v6
"Oct 23, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15399,/v6/cpu/14616155,v6
"Oct 23, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4145,15399,/v6/cpu/14616138,v6
"Oct 23, 2025","iPad17,2",ARM 4422 MHz (10 cores),4422.0,10,iOS,,4145,16513,/v6/cpu/14613702,v6
"Oct 23, 2025","iPad17,2",ARM 4422 MHz (10 cores),4422.0,10,iOS,,4145,16513,/v6/cpu/14613696,v6
"Oct 23, 2025","iPad17,3",ARM 4428 MHz (9 cores),4428.0,9,iOS,,4145,15140,/v6/cpu/14612036,v6
"Oct 22, 2025","iPad17,1",ARM 4407 MHz (9 cores),4407.0,9,iOS,,4145,15482,/v6/cpu/14609247,v6
"Oct 22, 2025","iPad17,1",ARM 4416 MHz (9 cores),4416.0,9,iOS,,4145,15434,/v6/cpu/14601699,v6
"Oct 22, 2025","iPad17,1",ARM 4418 MHz (9 cores),4418.0,9,iOS,,4145,15385,/v6/cpu/14600057,v6
"Oct 22, 2025","iPad17,2",ARM 4423 MHz (10 cores),4423.0,10,iOS,,4145,16585,/v6/cpu/14593470,v6
"Oct 22, 2025","iPad17,2",ARM 4423 MHz (10 cores),4423.0,10,iOS,,4145,16585,/v6/cpu/14593211,v6
"Oct 20, 2025","iPad17,4",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4145,16392,/v6/cpu/14568538,v6
"Nov 04, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4144,15630,/v6/cpu/14835421,v6
"Nov 04, 2025 ChicagoJim","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,ChicagoJim,4144,17523,/v6/cpu/14834125,v6
"Nov 03, 2025","iPad17,4",ARM 4396 MHz (10 cores),4396.0,10,iOS,,4144,16501,/v6/cpu/14830663,v6
"Nov 03, 2025","iPad17,4",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4144,15630,/v6/cpu/14827528,v6
"Oct 31, 2025","iPad17,3",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4144,15398,/v6/cpu/14766890,v6
"Oct 31, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4144,15412,/v6/cpu/14766708,v6
"Oct 30, 2025","iPad17,4",ARM 4415 MHz (10 cores),4415.0,10,iOS,,4144,16375,/v6/cpu/14747504,v6
"Oct 30, 2025","iPad17,1",ARM 4403 MHz (9 cores),4403.0,9,iOS,,4144,15557,/v6/cpu/14743499,v6
"Oct 29, 2025","iPad17,3",ARM 4425 MHz (10 cores),4425.0,10,iOS,,4144,16511,/v6/cpu/14739276,v6
"Oct 29, 2025","iPad17,4",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4144,15568,/v6/cpu/14726768,v6
"Oct 28, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4144,15546,/v6/cpu/14713831,v6
"Oct 28, 2025","iPad17,1",ARM 4419 MHz (9 cores),4419.0,9,iOS,,4144,15346,/v6/cpu/14707304,v6
"Oct 27, 2025","iPad17,3",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4144,15610,/v6/cpu/14690283,v6
"Oct 26, 2025","iPad17,1",ARM 4420 MHz (9 cores),4420.0,9,iOS,,4144,15515,/v6/cpu/14671754,v6
"Oct 26, 2025","iPad17,2",ARM 4401 MHz (9 cores),4401.0,9,iOS,,4144,15610,/v6/cpu/14669916,v6
"Oct 25, 2025","iPad17,3",ARM 2210 MHz (9 cores),2210.0,9,iOS,,4144,15472,/v6/cpu/14665678,v6
"Oct 25, 2025","iPad17,1",ARM 4423 MHz (10 cores),4423.0,10,iOS,,4144,16384,/v6/cpu/14663469,v6
"Oct 25, 2025","iPad17,3",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4144,15268,/v6/cpu/14658358,v6
"Oct 25, 2025","iPad17,4",ARM 4428 MHz (9 cores),4428.0,9,iOS,,4144,15264,/v6/cpu/14657405,v6
"Oct 25, 2025","iPad17,1",ARM 4417 MHz (9 cores),4417.0,9,iOS,,4144,15323,/v6/cpu/14655985,v6
"Oct 24, 2025","iPad17,3",ARM 4415 MHz (9 cores),4415.0,9,iOS,,4144,15073,/v6/cpu/14645174,v6
"Oct 24, 2025","iPad17,3",ARM 2214 MHz (9 cores),2214.0,9,iOS,,4144,15257,/v6/cpu/14633518,v6
"Oct 23, 2025","iPad17,1",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4144,15536,/v6/cpu/14613873,v6
"Oct 23, 2025","iPad17,1",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4144,15795,/v6/cpu/14613398,v6
"Oct 23, 2025","iPad17,4",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4144,15339,/v6/cpu/14611223,v6
"Oct 22, 2025","iPad17,1",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4144,15664,/v6/cpu/14602583,v6
"Oct 22, 2025","iPad17,3",ARM 4402 MHz (10 cores),4402.0,10,iOS,,4144,16531,/v6/cpu/14594477,v6
"Oct 21, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4144,16239,/v6/cpu/14581977,v6
"Oct 20, 2025","iPad17,4",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4144,16242,/v6/cpu/14562612,v6
"Sep 26, 2025","Mac16,9",Apple M4 Max 4506 MHz (16 cores),4506.0,16,macOS,,4144,27028,/v6/cpu/14091630,v6
"Nov 06, 2025","iPad17,1",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4143,15581,/v6/cpu/14885271,v6
"Nov 04, 2025 Segura","iPad17,2",ARM 4425 MHz (9 cores),4425.0,9,iOS,Segura,4143,15715,/v6/cpu/14853362,v6
"Nov 04, 2025","iPad17,2",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4143,15715,/v6/cpu/14853358,v6
"Nov 02, 2025","iPad17,1",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4143,15451,/v6/cpu/14807896,v6
"Nov 02, 2025","iPad17,1",ARM 4401 MHz (9 cores),4401.0,9,iOS,,4143,15515,/v6/cpu/14800411,v6
"Oct 30, 2025","Mac17,2",Apple M5 4590 MHz (10 cores),4590.0,10,macOS,,4143,17866,/v6/cpu/14743734,v6
"Oct 29, 2025","iPad17,1",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4143,15469,/v6/cpu/14738240,v6
"Oct 29, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4143,15262,/v6/cpu/14737632,v6
"Oct 29, 2025","iPad17,3",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4143,15447,/v6/cpu/14727098,v6
"Oct 28, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4143,15307,/v6/cpu/14716520,v6
"Oct 27, 2025","iPad17,1",ARM 4416 MHz (10 cores),4416.0,10,iOS,,4143,16530,/v6/cpu/14696832,v6
"Oct 27, 2025","iPad17,3",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4143,15620,/v6/cpu/14688589,v6
"Oct 25, 2025","iPad17,4",ARM 4416 MHz (10 cores),4416.0,10,iOS,,4143,16387,/v6/cpu/14665425,v6
"Oct 25, 2025","iPad17,4",ARM 4416 MHz (10 cores),4416.0,10,iOS,,4143,16387,/v6/cpu/14665417,v6
"Oct 25, 2025","iPad17,4",ARM 4424 MHz (10 cores),4424.0,10,iOS,,4143,16479,/v6/cpu/14658069,v6
"Oct 25, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4143,15497,/v6/cpu/14652939,v6
"Oct 24, 2025","iPad17,1",ARM 4428 MHz (9 cores),4428.0,9,iOS,,4143,15456,/v6/cpu/14645933,v6
"Oct 24, 2025","iPad17,4",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4143,15417,/v6/cpu/14645649,v6
"Oct 24, 2025","iPad17,1",ARM 4412 MHz (9 cores),4412.0,9,iOS,,4143,9727,/v6/cpu/14634878,v6
"Oct 24, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4143,15325,/v6/cpu/14632130,v6
"Oct 24, 2025","iPad17,2",ARM 4428 MHz (9 cores),4428.0,9,iOS,,4143,15528,/v6/cpu/14630646,v6
"Oct 23, 2025","iPad17,3",ARM 4411 MHz (10 cores),4411.0,10,iOS,,4143,16403,/v6/cpu/14621036,v6
"Oct 23, 2025","iPad17,3",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4143,15477,/v6/cpu/14611164,v6
"Oct 22, 2025","iPad17,3",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4143,15316,/v6/cpu/14604209,v6
"Oct 22, 2025","iPad17,1",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4143,15415,/v6/cpu/14603239,v6
"Oct 22, 2025","iPad17,1",ARM 4405 MHz (9 cores),4405.0,9,iOS,,4143,15372,/v6/cpu/14597415,v6
"Oct 22, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4143,15414,/v6/cpu/14592593,v6
"Oct 20, 2025","iPad17,2",ARM 4423 MHz (10 cores),4423.0,10,iOS,,4143,16521,/v6/cpu/14564011,v6
"Oct 18, 2025","iPad17,4",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4143,15353,/v6/cpu/14522553,v6
"Oct 12, 2025","Mac16,9",Apple M4 Max 3906 MHz (16 cores),3906.0,16,macOS,,4143,26988,/v6/cpu/14420478,v6
"Oct 09, 2025","Mac16,9",Apple M4 Max 4504 MHz (16 cores),4504.0,16,macOS,,4143,26745,/v6/cpu/14348137,v6
"Nov 06, 2025","iPad17,4",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4142,15309,/v6/cpu/14877704,v6
"Nov 04, 2025","iPad17,2",ARM 4416 MHz (9 cores),4416.0,9,iOS,,4142,15457,/v6/cpu/14832409,v6
"Nov 03, 2025","Mac17,2",Apple M5 4582 MHz (10 cores),4582.0,10,macOS,,4142,17024,/v6/cpu/14815399,v6
"Nov 03, 2025","iPad17,4",ARM 4404 MHz (9 cores),4404.0,9,iOS,,4142,15526,/v6/cpu/14814429,v6
"Nov 02, 2025","iPad17,1",ARM 4425 MHz (10 cores),4425.0,10,iOS,,4142,16455,/v6/cpu/14805894,v6
"Nov 02, 2025","iPad17,4",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4142,15318,/v6/cpu/14798668,v6
"Oct 31, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4142,15367,/v6/cpu/14771612,v6
"Oct 30, 2025 BlackLabel","iPad17,2",ARM 4418 MHz (10 cores),4418.0,10,iOS,BlackLabel,4142,16465,/v6/cpu/14757989,v6
"Oct 30, 2025","iPad17,2",ARM 4418 MHz (10 cores),4418.0,10,iOS,,4142,16465,/v6/cpu/14757984,v6
"Oct 28, 2025","iPad17,2",ARM 4422 MHz (10 cores),4422.0,10,iOS,,4142,16565,/v6/cpu/14705437,v6
"Oct 28, 2025","iPad17,1",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4142,15355,/v6/cpu/14705072,v6
"Oct 26, 2025","iPad17,4",ARM 4425 MHz (10 cores),4425.0,10,iOS,,4142,16432,/v6/cpu/14673982,v6
"Oct 26, 2025","iPad17,2",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4142,15691,/v6/cpu/14668015,v6
"Oct 25, 2025","iPad17,2",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4142,15452,/v6/cpu/14662498,v6
"Oct 25, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4142,15089,/v6/cpu/14661603,v6
"Oct 24, 2025","iPad17,1",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4142,15425,/v6/cpu/14646871,v6
"Oct 24, 2025","iPad17,1",ARM 4428 MHz (10 cores),4428.0,10,iOS,,4142,16426,/v6/cpu/14643068,v6
"Oct 24, 2025","iPad17,3",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4142,15412,/v6/cpu/14629814,v6
"Oct 23, 2025","iPad17,1",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4142,16418,/v6/cpu/14626202,v6
"Oct 23, 2025","iPad17,4",ARM 4423 MHz (10 cores),4423.0,10,iOS,,4142,16586,/v6/cpu/14620027,v6
"Oct 23, 2025","iPad17,3",ARM 4413 MHz (9 cores),4413.0,9,iOS,,4142,15575,/v6/cpu/14619702,v6
"Oct 23, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4142,17723,/v6/cpu/14617309,v6
"Oct 23, 2025","iPad17,1",ARM 4410 MHz (9 cores),4410.0,9,iOS,,4142,15348,/v6/cpu/14616499,v6
"Oct 22, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4142,15429,/v6/cpu/14608752,v6
"Oct 22, 2025 steventroughtonsmith",iPad Pro 13” (M5),ARM 4427 MHz (10 cores),4427.0,10,iOS,steventroughtonsmith,4142,16484,/v6/cpu/14606236,v6
"Oct 22, 2025","iPad17,4",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4142,16484,/v6/cpu/14606233,v6
"Oct 22, 2025","iPad17,1",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4142,15475,/v6/cpu/14600785,v6
"Oct 22, 2025","iPad17,4",ARM 4426 MHz (10 cores),4426.0,10,iOS,,4142,16594,/v6/cpu/14600647,v6
"Oct 22, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4142,15472,/v6/cpu/14600495,v6
"Oct 22, 2025","iPad17,1",ARM 4420 MHz (9 cores),4420.0,9,iOS,,4142,15444,/v6/cpu/14600040,v6
"Oct 21, 2025","iPad17,4",ARM 4418 MHz (10 cores),4418.0,10,iOS,,4142,16331,/v6/cpu/14584462,v6
"Nov 05, 2025","iPad17,2",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15424,/v6/cpu/14858304,v6
"Nov 05, 2025","iPad17,3",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15598,/v6/cpu/14857713,v6
"Nov 04, 2025","iPad17,3",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4141,15607,/v6/cpu/14852667,v6
"Nov 04, 2025","iPad17,2",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4141,16556,/v6/cpu/14843952,v6
"Nov 03, 2025","iPad17,1",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4141,15566,/v6/cpu/14827717,v6
"Nov 03, 2025","iPad17,1",ARM 4430 MHz (9 cores),4430.0,9,iOS,,4141,15537,/v6/cpu/14823453,v6
"Nov 03, 2025","iPad17,3",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15306,/v6/cpu/14823340,v6
"Nov 03, 2025","iPad17,1",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4141,15508,/v6/cpu/14822828,v6
"Nov 02, 2025","iPad17,1",ARM 4419 MHz (9 cores),4419.0,9,iOS,,4141,15329,/v6/cpu/14809943,v6
"Nov 02, 2025","iPad17,3",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4141,15290,/v6/cpu/14802817,v6
"Nov 02, 2025","iPad17,1",ARM 4421 MHz (10 cores),4421.0,10,iOS,,4141,16415,/v6/cpu/14800750,v6
"Nov 02, 2025","iPad17,3",ARM 4421 MHz (10 cores),4421.0,10,iOS,,4141,16535,/v6/cpu/14797739,v6
"Nov 01, 2025","iPad17,1",ARM 4407 MHz (9 cores),4407.0,9,iOS,,4141,15467,/v6/cpu/14780581,v6
"Nov 01, 2025","iPad17,3",ARM 4418 MHz (9 cores),4418.0,9,iOS,,4141,15396,/v6/cpu/14779993,v6
"Nov 01, 2025","iPad17,1",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4141,15372,/v6/cpu/14779761,v6
"Oct 31, 2025","iPad17,3",ARM 4411 MHz (10 cores),4411.0,10,iOS,,4141,16469,/v6/cpu/14769252,v6
"Oct 31, 2025","iPad17,1",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4141,15385,/v6/cpu/14768525,v6
"Oct 29, 2025","iPad17,3",ARM 4424 MHz (9 cores),4424.0,9,iOS,,4141,15391,/v6/cpu/14734087,v6
"Oct 29, 2025","iPad17,1",ARM 4418 MHz (9 cores),4418.0,9,iOS,,4141,15702,/v6/cpu/14723229,v6
"Oct 29, 2025","iPad17,1",ARM 4421 MHz (9 cores),4421.0,9,iOS,,4141,15433,/v6/cpu/14722610,v6
"Oct 29, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4141,17143,/v6/cpu/14721925,v6
"Oct 27, 2025","iPad17,3",ARM 4418 MHz (9 cores),4418.0,9,iOS,,4141,15484,/v6/cpu/14692453,v6
"Oct 27, 2025 uzc","iPad17,3",ARM 4411 MHz (10 cores),4411.0,10,iOS,uzc,4141,16824,/v6/cpu/14689556,v6
"Oct 27, 2025","iPad17,3",ARM 4411 MHz (10 cores),4411.0,10,iOS,,4141,16824,/v6/cpu/14689348,v6
"Oct 26, 2025","iPad17,1",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4141,15356,/v6/cpu/14682492,v6
"Oct 25, 2025","iPad17,1",ARM 4426 MHz (9 cores),4426.0,9,iOS,,4141,15448,/v6/cpu/14665260,v6
"Oct 24, 2025","iPad17,1",ARM 4421 MHz (9 cores),4421.0,9,iOS,,4141,15417,/v6/cpu/14645301,v6
"Oct 24, 2025","iPad17,1",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4141,15633,/v6/cpu/14645225,v6
"Oct 24, 2025","iPad17,1",ARM 4406 MHz (9 cores),4406.0,9,iOS,,4141,15471,/v6/cpu/14643033,v6
"Oct 24, 2025","iPad17,1",ARM 4406 MHz (9 cores),4406.0,9,iOS,,4141,15540,/v6/cpu/14641838,v6
"Oct 24, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15415,/v6/cpu/14633956,v6
"Oct 23, 2025","iPad17,4",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4141,16388,/v6/cpu/14626047,v6
"Oct 23, 2025","iPad17,3",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15548,/v6/cpu/14620423,v6
"Oct 23, 2025","iPad17,3",ARM 4418 MHz (10 cores),4418.0,10,iOS,,4141,16452,/v6/cpu/14619521,v6
"Oct 23, 2025","iPad17,3",ARM 4425 MHz (10 cores),4425.0,10,iOS,,4141,16402,/v6/cpu/14613731,v6
"Oct 23, 2025","iPad17,1",ARM 4419 MHz (9 cores),4419.0,9,iOS,,4141,15448,/v6/cpu/14611133,v6
"Oct 22, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15548,/v6/cpu/14608871,v6
"Oct 22, 2025","iPad17,2",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4141,15587,/v6/cpu/14604341,v6
"Oct 22, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15386,/v6/cpu/14602274,v6
"Oct 22, 2025 88sky","iPad17,4",ARM 4421 MHz (9 cores),4421.0,9,iOS,88sky,4141,15410,/v6/cpu/14600530,v6
"Oct 20, 2025","iPad17,4",ARM 4424 MHz (10 cores),4424.0,10,iOS,,4141,16385,/v6/cpu/14561581,v6
"Oct 18, 2025","iPad17,4",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4141,15431,/v6/cpu/14520079,v6
"Oct 17, 2025","iPad17,2",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4141,15381,/v6/cpu/14504638,v6
"Oct 17, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4141,17588,/v6/cpu/14496704,v6
"Nov 05, 2025","iPad17,1",ARM 4420 MHz (9 cores),4420.0,9,iOS,,4140,15679,/v6/cpu/14859768,v6
"Nov 04, 2025","iPad17,4",ARM 4427 MHz (10 cores),4427.0,10,iOS,,4140,16657,/v6/cpu/14848659,v6
"Nov 04, 2025","iPad17,1",ARM 4420 MHz (9 cores),4420.0,9,iOS,,4140,15442,/v6/cpu/14845357,v6
"Nov 02, 2025","iPad17,2",ARM 4422 MHz (10 cores),4422.0,10,iOS,,4140,16531,/v6/cpu/14807970,v6
"Nov 02, 2025","Mac17,2",Apple M5 4606 MHz (10 cores),4606.0,10,macOS,,4140,17284,/v6/cpu/14804869,v6
"Nov 02, 2025","iPad17,1",ARM 4421 MHz (9 cores),4421.0,9,iOS,,4140,15280,/v6/cpu/14802063,v6
"Nov 02, 2025","iPad17,1",ARM 4401 MHz (9 cores),4401.0,9,iOS,,4140,15551,/v6/cpu/14800453,v6
"Nov 01, 2025","iPad17,2",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4140,15496,/v6/cpu/14792346,v6
"Oct 30, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4140,15455,/v6/cpu/14759002,v6
"Oct 30, 2025","Mac16,9",Apple M4 Max 4470 MHz (16 cores),4470.0,16,macOS,,4140,26986,/v6/cpu/14753453,v6
"Oct 30, 2025","iPad17,4",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4140,15357,/v6/cpu/14744282,v6
"Oct 30, 2025","iPad17,2",ARM 4419 MHz (9 cores),4419.0,9,iOS,,4140,15323,/v6/cpu/14743789,v6
"Oct 30, 2025","iPad17,1",ARM 4423 MHz (9 cores),4423.0,9,iOS,,4140,15556,/v6/cpu/14742531,v6
"Oct 29, 2025","iPad17,3",ARM 4428 MHz (9 cores),4428.0,9,iOS,,4140,15315,/v6/cpu/14727887,v6
"Oct 28, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4140,15295,/v6/cpu/14715416,v6
"Oct 27, 2025","iPad17,4",ARM 4418 MHz (10 cores),4418.0,10,iOS,,4140,16454,/v6/cpu/14692021,v6
"Oct 26, 2025","Mac17,2",Apple M5 4607 MHz (10 cores),4607.0,10,macOS,,4140,17740,/v6/cpu/14681688,v6
"Oct 26, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4140,15517,/v6/cpu/14675175,v6
"Oct 25, 2025","iPad17,1",ARM 4426 MHz (10 cores),4426.0,10,iOS,,4140,16672,/v6/cpu/14663767,v6
"Oct 25, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4140,15515,/v6/cpu/14663623,v6
"Oct 25, 2025","iPad17,1",ARM 4419 MHz (9 cores),4419.0,9,iOS,,4140,15285,/v6/cpu/14658175,v6
"Oct 25, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4140,15552,/v6/cpu/14656272,v6
"Oct 25, 2025","iPad17,1",ARM 4421 MHz (9 cores),4421.0,9,iOS,,4140,15539,/v6/cpu/14655963,v6
"Oct 24, 2025","iPad17,3",ARM 4416 MHz (10 cores),4416.0,10,iOS,,4140,16527,/v6/cpu/14640664,v6
"Oct 24, 2025","Mac17,2",Apple M5 4596 MHz (10 cores),4596.0,10,macOS,,4140,16577,/v6/cpu/14638060,v6
"Oct 24, 2025","iPad17,1",ARM 4414 MHz (9 cores),4414.0,9,iOS,,4140,15401,/v6/cpu/14631270,v6
"Oct 23, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4140,15332,/v6/cpu/14628479,v6
"Oct 23, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4140,15444,/v6/cpu/14626578,v6
"Oct 23, 2025","iPad17,1",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4140,15351,/v6/cpu/14622228,v6
"Oct 23, 2025","iPad17,1",ARM 4427 MHz (9 cores),4427.0,9,iOS,,4140,15435,/v6/cpu/14621039,v6
"Oct 23, 2025","iPad17,1",ARM 4422 MHz (9 cores),4422.0,9,iOS,,4140,14525,/v6/cpu/14612930,v6
"Oct 23, 2025","iPad17,4",ARM 4419 MHz (9 cores),4419.0,9,iOS,,4140,15466,/v6/cpu/14611322,v6
"Oct 23, 2025","iPad17,3",ARM 4420 MHz (10 cores),4420.0,10,iOS,,4140,16333,/v6/cpu/14610600,v6
"Oct 22, 2025 neotrope","iPad17,3",ARM 4425 MHz (9 cores),4425.0,9,iOS,neotrope,4140,15460,/v6/cpu/14608013,v6
"Oct 22, 2025","iPad17,3",ARM 4425 MHz (9 cores),4425.0,9,iOS,,4140,15460,/v6/cpu/14607947,v6
"Oct 22, 2025","iPad17,1",ARM 4418 MHz (9 cores),4418.0,9,iOS,,4140,15598,/v6/cpu/14606982,v6
